"nombre","dia","hora","cantidad"
"Villa Ortúzar","27/12",0,1
"Quilmes","27/12",0,1
"José C. Paz","27/12",0,1
"Lomas de Zamora","27/12",0,1
"Caballito","27/12",1,3
"Palermo","27/12",1,3
"Villa Crespo","27/12",1,3
"La Matanza","27/12",1,3
"Balvanera","27/12",1,3
"Barracas","27/12",1,2
"Villa Luro","27/12",1,2
"Lanús","27/12",1,2
"Villa Pueyrredón","27/12",1,2
"Tres de Febrero","27/12",1,2
"Hurlingham","27/12",1,1
"Parque Patricios","27/12",1,1
"Villa Devoto","27/12",1,1
"General San Martín","27/12",1,1
"Flores","27/12",1,1
"Villa Lugano","27/12",1,1
"Recoleta","27/12",1,1
"Villa Soldati","27/12",1,1
"Chacarita","27/12",1,1
"Saavedra","27/12",1,1
"Villa Santa Rita","27/12",1,1
"Belgrano","27/12",1,1
"Monte Castro","27/12",1,1
"Esteban Echeverría","27/12",1,1
"San Isidro","27/12",1,1
"San Fernando","27/12",1,1
"Villa Riachuelo","27/12",1,1
"Mataderos","27/12",1,1
"Coghlan","27/12",1,1
"Villa Ortúzar","27/12",1,1
"Nueva Pompeya","27/12",1,1
"Villa del Parque","27/12",1,1
"Lomas de Zamora","27/12",1,1
"San Nicolás","27/12",1,1
"Caballito","27/12",2,3
"Palermo","27/12",2,2
"Almagro","27/12",2,2
"Villa Gral. Mitre","27/12",2,1
"San Nicolás","27/12",2,1
"Parque Chas","27/12",2,1
"Nueva Pompeya","27/12",2,1
"Tres de Febrero","27/12",2,1
"Merlo","27/12",2,1
"Villa Urquiza","27/12",2,1
"Villa Real","27/12",2,1
"Villa Luro","27/12",2,1
"Liniers","27/12",2,1
"Núñez","27/12",2,1
"Mendoza","27/12",2,1
"Versalles","27/12",2,1
"Balvanera","27/12",2,1
"Flores","27/12",2,1
"Palermo","27/12",3,2
"Parque Chas","27/12",3,1
"Caballito","27/12",3,1
"San Cristóbal","27/12",3,1
"Esteban Echeverría","27/12",3,1
"Avellaneda","27/12",3,1
"Retiro","27/12",4,1
"Lomas de Zamora","27/12",4,1
"Villa Devoto","27/12",4,1
"Almagro","27/12",4,1
"Quilmes","27/12",4,1
"Belgrano","27/12",5,1
"Almagro","27/12",6,2
"Avellaneda","27/12",6,1
"Parque Chacabuco","27/12",6,1
"Colegiales","27/12",6,1
"Lomas de Zamora","27/12",6,1
"Caballito","27/12",6,1
"Belgrano","27/12",6,1
"Córdoba","27/12",6,1
"Balvanera","27/12",6,1
"La Matanza","27/12",7,1
"Balvanera","27/12",7,1
"Villa Crespo","27/12",7,1
"San Isidro","27/12",7,1
"San Nicolás","27/12",7,1
"Floresta","27/12",7,1
"Almagro","27/12",7,1
"Tres de Febrero","27/12",7,1
"Villa Urquiza","27/12",7,1
"Nueva Pompeya","27/12",7,1
"Avellaneda","27/12",7,1
"Monserrat","27/12",7,1
"Boedo","27/12",7,1
"Parque Avellaneda","27/12",7,1
"Constitución","27/12",7,1
"Caballito","27/12",7,1
"Caballito","27/12",8,3
"San Isidro","27/12",8,2
"Recoleta","27/12",8,2
"Floresta","27/12",8,2
"Morón","27/12",8,2
"Palermo","27/12",8,2
"Villa Santa Rita","27/12",8,1
"Liniers","27/12",8,1
"Núñez","27/12",8,1
"Vicente López","27/12",8,1
"Nueva Pompeya","27/12",8,1
"Lanús","27/12",8,1
"Mataderos","27/12",8,1
"Esteban Echeverría","27/12",8,1
"Almagro","27/12",8,1
"Balvanera","27/12",8,1
"Flores","27/12",8,1
"Villa Crespo","27/12",8,1
"Coghlan","27/12",8,1
"Almagro","27/12",9,8
"Belgrano","27/12",9,7
"Villa Santa Rita","27/12",9,6
"Liniers","27/12",9,5
"Vicente López","27/12",9,4
"Colegiales","27/12",9,4
"Caballito","27/12",9,4
"Palermo","27/12",9,4
"Monte Castro","27/12",9,3
"Saavedra","27/12",9,3
"Recoleta","27/12",9,3
"La Matanza","27/12",9,3
"Villa del Parque","27/12",9,3
"Villa Luro","27/12",9,2
"Boedo","27/12",9,2
"Núñez","27/12",9,2
"Paternal","27/12",9,2
"San Cristóbal","27/12",9,2
"San Nicolás","27/12",9,2
"Retiro","27/12",9,2
"Villa Crespo","27/12",9,2
"Lanús","27/12",9,2
"Parque Avellaneda","27/12",9,2
"Villa Urquiza","27/12",9,2
"Flores","27/12",9,2
"Avellaneda","27/12",9,2
"General San Martín","27/12",9,2
"Parque Chas","27/12",9,1
"Villa Gral. Mitre","27/12",9,1
"Versalles","27/12",9,1
"Barracas","27/12",9,1
"Quilmes","27/12",9,1
"Malvinas Argentinas","27/12",9,1
"San Isidro","27/12",9,1
"Lomas de Zamora","27/12",9,1
"San Telmo","27/12",9,1
"Morón","27/12",9,1
"Parque Patricios","27/12",9,1
"Monserrat","27/12",9,1
"Tres de Febrero","27/12",9,1
"Chacarita","27/12",9,1
"Palermo","27/12",10,10
"Villa del Parque","27/12",10,6
"Caballito","27/12",10,6
"Villa Crespo","27/12",10,5
"Avellaneda","27/12",10,5
"Almagro","27/12",10,4
"Chacarita","27/12",10,4
"Villa Urquiza","27/12",10,4
"Villa Santa Rita","27/12",10,4
"Recoleta","27/12",10,3
"Quilmes","27/12",10,3
"Vélez Sársfield","27/12",10,3
"Boedo","27/12",10,3
"Vicente López","27/12",10,3
"San Cristóbal","27/12",10,3
"Belgrano","27/12",10,3
"Balvanera","27/12",10,3
"Villa Luro","27/12",10,3
"Parque Patricios","27/12",10,3
"Monserrat","27/12",10,3
"Colegiales","27/12",10,2
"Saavedra","27/12",10,2
"San Nicolás","27/12",10,2
"Villa Gral. Mitre","27/12",10,2
"Villa Ortúzar","27/12",10,2
"Tigre","27/12",10,2
"Flores","27/12",10,2
"Lomas de Zamora","27/12",10,2
"San Isidro","27/12",10,2
"La Matanza","27/12",10,1
"Puerto Madero","27/12",10,1
"Floresta","27/12",10,1
"Mataderos","27/12",10,1
"Agronomía","27/12",10,1
"Almirante Brown","27/12",10,1
"San Miguel","27/12",10,1
"Tres de Febrero","27/12",10,1
"Morón","27/12",10,1
"Malvinas Argentinas","27/12",10,1
"Núñez","27/12",10,1
"Ituzaingó","27/12",10,1
"San Telmo","27/12",10,1
"Flores","27/12",11,10
"Palermo","27/12",11,10
"Almagro","27/12",11,9
"Caballito","27/12",11,8
"Belgrano","27/12",11,7
"Villa Devoto","27/12",11,5
"San Isidro","27/12",11,5
"Recoleta","27/12",11,4
"Vélez Sársfield","27/12",11,4
"Paternal","27/12",11,4
"Villa Crespo","27/12",11,4
"Mataderos","27/12",11,3
"Lomas de Zamora","27/12",11,2
"Almirante Brown","27/12",11,2
"Parque Chas","27/12",11,2
"Versalles","27/12",11,2
"Boedo","27/12",11,2
"Villa Gral. Mitre","27/12",11,2
"Núñez","27/12",11,2
"Villa del Parque","27/12",11,2
"Vicente López","27/12",11,2
"San Nicolás","27/12",11,2
"San Telmo","27/12",11,2
"Monte Castro","27/12",11,2
"Balvanera","27/12",11,2
"Villa Santa Rita","27/12",11,2
"San Cristóbal","27/12",11,2
"Saavedra","27/12",11,2
"Colegiales","27/12",11,2
"Lanús","27/12",11,1
"Villa Pueyrredón","27/12",11,1
"Coghlan","27/12",11,1
"José C. Paz","27/12",11,1
"Retiro","27/12",11,1
"La Plata","27/12",11,1
"Barracas","27/12",11,1
"Quilmes","27/12",11,1
"La Matanza","27/12",11,1
"Villa Urquiza","27/12",11,1
"Parque Chacabuco","27/12",11,1
"Chacarita","27/12",11,1
"Morón","27/12",11,1
"Palermo","27/12",12,18
"Caballito","27/12",12,12
"Belgrano","27/12",12,11
"Villa Crespo","27/12",12,10
"Recoleta","27/12",12,9
"Flores","27/12",12,9
"Almagro","27/12",12,7
"Balvanera","27/12",12,5
"Monte Castro","27/12",12,4
"Boedo","27/12",12,4
"Vicente López","27/12",12,4
"Quilmes","27/12",12,3
"Núñez","27/12",12,3
"Liniers","27/12",12,3
"Avellaneda","27/12",12,3
"Barracas","27/12",12,3
"Tigre","27/12",12,3
"San Nicolás","27/12",12,2
"Colegiales","27/12",12,2
"Lanús","27/12",12,2
"Villa Pueyrredón","27/12",12,2
"Rosario","27/12",12,2
"Villa Ortúzar","27/12",12,2
"San Isidro","27/12",12,2
"Villa del Parque","27/12",12,2
"Villa Gral. Mitre","27/12",12,2
"Villa Urquiza","27/12",12,2
"Vélez Sársfield","27/12",12,2
"Villa Devoto","27/12",12,2
"Floresta","27/12",12,1
"José C. Paz","27/12",12,1
"Agronomía","27/12",12,1
"Saavedra","27/12",12,1
"Tres de Febrero","27/12",12,1
"Nueva Pompeya","27/12",12,1
"San Telmo","27/12",12,1
"Parque Chacabuco","27/12",12,1
"San Fernando","27/12",12,1
"Lomas de Zamora","27/12",12,1
"Ituzaingó","27/12",12,1
"Esteban Echeverría","27/12",12,1
"Chacarita","27/12",12,1
"Berazategui","27/12",12,1
"Parque Avellaneda","27/12",12,1
"Almirante Brown","27/12",12,1
"Retiro","27/12",12,1
"Parque Patricios","27/12",12,1
"Villa Real","27/12",12,1
"Morón","27/12",12,1
"San Miguel","27/12",12,1
"Monserrat","27/12",12,1
"San Cristóbal","27/12",12,1
"General San Martín","27/12",12,1
"Villa Santa Rita","27/12",12,1
"Caballito","27/12",13,19
"Palermo","27/12",13,17
"Villa Crespo","27/12",13,13
"Belgrano","27/12",13,12
"Almagro","27/12",13,10
"Vicente López","27/12",13,8
"Balvanera","27/12",13,8
"Recoleta","27/12",13,7
"Tres de Febrero","27/12",13,6
"Morón","27/12",13,5
"Vélez Sársfield","27/12",13,5
"Villa Urquiza","27/12",13,5
"Parque Chacabuco","27/12",13,5
"Monserrat","27/12",13,5
"Villa Pueyrredón","27/12",13,4
"Flores","27/12",13,4
"Lomas de Zamora","27/12",13,4
"Villa del Parque","27/12",13,4
"Avellaneda","27/12",13,3
"Lanús","27/12",13,3
"Chacarita","27/12",13,3
"Floresta","27/12",13,3
"San Isidro","27/12",13,3
"La Matanza","27/12",13,3
"Retiro","27/12",13,2
"Boca","27/12",13,2
"Versalles","27/12",13,2
"Villa Ortúzar","27/12",13,2
"San Cristóbal","27/12",13,2
"San Nicolás","27/12",13,2
"Mataderos","27/12",13,2
"Liniers","27/12",13,2
"Quilmes","27/12",13,2
"General San Martín","27/12",13,2
"Parque Patricios","27/12",13,2
"Constitución","27/12",13,2
"Colegiales","27/12",13,2
"San Telmo","27/12",13,2
"Saavedra","27/12",13,2
"Rosario","27/12",13,1
"Coghlan","27/12",13,1
"Villa Gral. Mitre","27/12",13,1
"Barracas","27/12",13,1
"Monte Castro","27/12",13,1
"Parque Chas","27/12",13,1
"Núñez","27/12",13,1
"Villa Santa Rita","27/12",13,1
"Agronomía","27/12",13,1
"Nueva Pompeya","27/12",13,1
"Almirante Brown","27/12",13,1
"Malvinas Argentinas","27/12",13,1
"Villa Devoto","27/12",13,1
"Villa Luro","27/12",13,1
"Esteban Echeverría","27/12",13,1
"Boedo","27/12",13,1
"Villa Riachuelo","27/12",13,1
"Tigre","27/12",13,1
"Nueva Pompeya","27/12",14,20
"Caballito","27/12",14,19
"Almagro","27/12",14,15
"Palermo","27/12",14,15
"Flores","27/12",14,13
"Villa Crespo","27/12",14,12
"Saavedra","27/12",14,12
"Belgrano","27/12",14,10
"Liniers","27/12",14,9
"Villa Devoto","27/12",14,9
"Parque Chacabuco","27/12",14,8
"Villa Urquiza","27/12",14,7
"Puerto Madero","27/12",14,6
"Paternal","27/12",14,6
"Recoleta","27/12",14,6
"Retiro","27/12",14,5
"Lanús","27/12",14,5
"Villa del Parque","27/12",14,5
"Balvanera","27/12",14,5
"Monserrat","27/12",14,5
"Boca","27/12",14,5
"Vicente López","27/12",14,4
"San Cristóbal","27/12",14,4
"Lomas de Zamora","27/12",14,4
"San Isidro","27/12",14,4
"Mataderos","27/12",14,4
"Villa Gral. Mitre","27/12",14,4
"Villa Ortúzar","27/12",14,4
"La Matanza","27/12",14,3
"Versalles","27/12",14,3
"General San Martín","27/12",14,3
"San Nicolás","27/12",14,3
"Barracas","27/12",14,3
"Parque Avellaneda","27/12",14,3
"Almirante Brown","27/12",14,3
"Constitución","27/12",14,2
"Avellaneda","27/12",14,2
"Chacarita","27/12",14,2
"Parque Chas","27/12",14,2
"La Plata","27/12",14,2
"Tigre","27/12",14,2
"Villa Pueyrredón","27/12",14,2
"Floresta","27/12",14,1
"Tres de Febrero","27/12",14,1
"Boedo","27/12",14,1
"Moreno","27/12",14,1
"Villa Luro","27/12",14,1
"Rosario","27/12",14,1
"Colegiales","27/12",14,1
"Vélez Sársfield","27/12",14,1
"Villa Soldati","27/12",14,1
"Coghlan","27/12",14,1
"Villa Santa Rita","27/12",14,1
"Parque Patricios","27/12",14,1
"Villa Lugano","27/12",14,1
"Núñez","27/12",14,1
"Villa Riachuelo","27/12",14,1
"San Miguel","27/12",14,1
"San Fernando","27/12",14,1
"Caballito","27/12",15,25
"Almagro","27/12",15,19
"Boedo","27/12",15,17
"Belgrano","27/12",15,15
"Villa Crespo","27/12",15,14
"Palermo","27/12",15,14
"Saavedra","27/12",15,12
"Villa Riachuelo","27/12",15,10
"Flores","27/12",15,10
"Balvanera","27/12",15,10
"Vicente López","27/12",15,8
"Parque Chacabuco","27/12",15,8
"Villa Urquiza","27/12",15,7
"San Isidro","27/12",15,7
"Agronomía","27/12",15,6
"San Nicolás","27/12",15,6
"San Cristóbal","27/12",15,6
"Recoleta","27/12",15,6
"Tres de Febrero","27/12",15,5
"Villa Devoto","27/12",15,5
"Villa del Parque","27/12",15,5
"La Matanza","27/12",15,4
"Lanús","27/12",15,4
"Retiro","27/12",15,3
"Quilmes","27/12",15,3
"Lomas de Zamora","27/12",15,3
"Parque Chas","27/12",15,3
"Parque Patricios","27/12",15,3
"Villa Soldati","27/12",15,3
"Colegiales","27/12",15,2
"Ituzaingó","27/12",15,2
"Villa Gral. Mitre","27/12",15,2
"San Fernando","27/12",15,2
"Núñez","27/12",15,2
"Monte Castro","27/12",15,2
"Constitución","27/12",15,2
"Monserrat","27/12",15,2
"San Telmo","27/12",15,2
"Villa Santa Rita","27/12",15,2
"Parque Avellaneda","27/12",15,2
"Almirante Brown","27/12",15,2
"General San Martín","27/12",15,1
"Rosario","27/12",15,1
"Merlo","27/12",15,1
"Nueva Pompeya","27/12",15,1
"Liniers","27/12",15,1
"Vélez Sársfield","27/12",15,1
"Versalles","27/12",15,1
"Puerto Madero","27/12",15,1
"Villa Lugano","27/12",15,1
"Coghlan","27/12",15,1
"Esteban Echeverría","27/12",15,1
"Villa Luro","27/12",15,1
"Morón","27/12",15,1
"Tigre","27/12",15,1
"Chacarita","27/12",15,1
"Palermo","27/12",16,32
"Almagro","27/12",16,24
"Belgrano","27/12",16,23
"Villa Crespo","27/12",16,20
"Caballito","27/12",16,19
"Flores","27/12",16,14
"Lomas de Zamora","27/12",16,11
"Villa Devoto","27/12",16,11
"Avellaneda","27/12",16,10
"Recoleta","27/12",16,10
"Balvanera","27/12",16,10
"Villa Santa Rita","27/12",16,10
"San Nicolás","27/12",16,9
"Saavedra","27/12",16,8
"Núñez","27/12",16,8
"Puerto Madero","27/12",16,8
"San Cristóbal","27/12",16,7
"Vicente López","27/12",16,7
"La Matanza","27/12",16,7
"Monserrat","27/12",16,7
"La Plata","27/12",16,7
"Parque Patricios","27/12",16,7
"Boedo","27/12",16,7
"Mataderos","27/12",16,6
"Villa Urquiza","27/12",16,6
"San Isidro","27/12",16,6
"Quilmes","27/12",16,5
"Parque Avellaneda","27/12",16,5
"Lanús","27/12",16,5
"Tres de Febrero","27/12",16,5
"Villa Pueyrredón","27/12",16,4
"Boca","27/12",16,4
"Coghlan","27/12",16,4
"Morón","27/12",16,4
"Colegiales","27/12",16,4
"Barracas","27/12",16,4
"Monte Castro","27/12",16,4
"Villa del Parque","27/12",16,3
"Villa Riachuelo","27/12",16,3
"Villa Ortúzar","27/12",16,3
"Hurlingham","27/12",16,3
"Parque Chacabuco","27/12",16,2
"San Fernando","27/12",16,2
"Nueva Pompeya","27/12",16,2
"San Telmo","27/12",16,2
"Paternal","27/12",16,2
"Villa Lugano","27/12",16,2
"Almirante Brown","27/12",16,2
"Parque Chas","27/12",16,2
"Tigre","27/12",16,2
"Floresta","27/12",16,2
"Córdoba","27/12",16,1
"Constitución","27/12",16,1
"Retiro","27/12",16,1
"Moreno","27/12",16,1
"Agronomía","27/12",16,1
"General San Martín","27/12",16,1
"Ituzaingó","27/12",16,1
"Villa Real","27/12",16,1
"Villa Gral. Mitre","27/12",16,1
"San Miguel","27/12",16,1
"Florencio Varela","27/12",16,1
"José C. Paz","27/12",16,1
"Merlo","27/12",16,1
"Esteban Echeverría","27/12",16,1
"Caballito","27/12",17,27
"Palermo","27/12",17,26
"Villa Urquiza","27/12",17,23
"Almagro","27/12",17,22
"Recoleta","27/12",17,18
"Belgrano","27/12",17,17
"Villa Crespo","27/12",17,13
"Villa del Parque","27/12",17,12
"Balvanera","27/12",17,11
"Vicente López","27/12",17,11
"Boedo","27/12",17,11
"Lomas de Zamora","27/12",17,10
"Tres de Febrero","27/12",17,10
"Flores","27/12",17,9
"Parque Chacabuco","27/12",17,8
"Avellaneda","27/12",17,8
"Villa Devoto","27/12",17,7
"Villa Gral. Mitre","27/12",17,7
"Saavedra","27/12",17,7
"Monte Castro","27/12",17,6
"San Nicolás","27/12",17,6
"Colegiales","27/12",17,6
"Chacarita","27/12",17,6
"Lanús","27/12",17,6
"Núñez","27/12",17,6
"Mataderos","27/12",17,6
"San Isidro","27/12",17,5
"Villa Luro","27/12",17,5
"Barracas","27/12",17,5
"General San Martín","27/12",17,5
"Villa Ortúzar","27/12",17,4
"Coghlan","27/12",17,4
"San Cristóbal","27/12",17,4
"Morón","27/12",17,4
"Liniers","27/12",17,4
"Quilmes","27/12",17,4
"Esteban Echeverría","27/12",17,4
"Parque Patricios","27/12",17,4
"Floresta","27/12",17,4
"La Plata","27/12",17,4
"La Matanza","27/12",17,3
"Paternal","27/12",17,3
"Parque Chas","27/12",17,3
"Villa Lugano","27/12",17,3
"Vélez Sársfield","27/12",17,3
"San Fernando","27/12",17,3
"Parque Avellaneda","27/12",17,3
"Villa Pueyrredón","27/12",17,2
"Almirante Brown","27/12",17,2
"Boca","27/12",17,2
"Villa Real","27/12",17,2
"Villa Riachuelo","27/12",17,2
"Versalles","27/12",17,2
"Ituzaingó","27/12",17,2
"Rosario","27/12",17,2
"Tigre","27/12",17,1
"Puerto Madero","27/12",17,1
"Monserrat","27/12",17,1
"Nueva Pompeya","27/12",17,1
"Berazategui","27/12",17,1
"Retiro","27/12",17,1
"San Telmo","27/12",17,1
"Florencio Varela","27/12",17,1
"Villa Santa Rita","27/12",17,1
"Hurlingham","27/12",17,1
"Caballito","27/12",18,37
"Palermo","27/12",18,31
"Flores","27/12",18,25
"Villa Urquiza","27/12",18,22
"Almagro","27/12",18,21
"Belgrano","27/12",18,18
"Villa Crespo","27/12",18,18
"Balvanera","27/12",18,12
"Lanús","27/12",18,12
"Monte Castro","27/12",18,11
"San Cristóbal","27/12",18,10
"Recoleta","27/12",18,10
"Avellaneda","27/12",18,10
"Vicente López","27/12",18,10
"General San Martín","27/12",18,10
"Villa Devoto","27/12",18,9
"La Matanza","27/12",18,9
"Villa Gral. Mitre","27/12",18,8
"Versalles","27/12",18,8
"Tres de Febrero","27/12",18,8
"Parque Avellaneda","27/12",18,8
"Colegiales","27/12",18,7
"Parque Chacabuco","27/12",18,7
"Núñez","27/12",18,6
"Villa Ortúzar","27/12",18,6
"Villa del Parque","27/12",18,6
"Parque Patricios","27/12",18,5
"Villa Santa Rita","27/12",18,5
"Quilmes","27/12",18,5
"San Isidro","27/12",18,5
"Saavedra","27/12",18,5
"Villa Lugano","27/12",18,5
"Barracas","27/12",18,5
"Lomas de Zamora","27/12",18,5
"Boedo","27/12",18,4
"Parque Chas","27/12",18,4
"Villa Pueyrredón","27/12",18,4
"La Plata","27/12",18,4
"Ituzaingó","27/12",18,4
"San Nicolás","27/12",18,4
"Coghlan","27/12",18,3
"San Telmo","27/12",18,3
"Constitución","27/12",18,3
"San Fernando","27/12",18,3
"Berazategui","27/12",18,3
"Mataderos","27/12",18,3
"Retiro","27/12",18,3
"Morón","27/12",18,3
"Chacarita","27/12",18,3
"Nueva Pompeya","27/12",18,3
"Floresta","27/12",18,3
"Boca","27/12",18,3
"Rosario","27/12",18,2
"Tigre","27/12",18,2
"Almirante Brown","27/12",18,2
"Córdoba","27/12",18,2
"San Miguel","27/12",18,1
"Paternal","27/12",18,1
"Villa Real","27/12",18,1
"Monserrat","27/12",18,1
"Villa Luro","27/12",18,1
"Merlo","27/12",18,1
"Moreno","27/12",18,1
"Vélez Sársfield","27/12",18,1
"Liniers","27/12",18,1
"Palermo","27/12",19,24
"Caballito","27/12",19,21
"Villa Urquiza","27/12",19,12
"Almagro","27/12",19,11
"Villa Crespo","27/12",19,10
"Recoleta","27/12",19,9
"La Matanza","27/12",19,8
"Belgrano","27/12",19,7
"Balvanera","27/12",19,7
"San Isidro","27/12",19,6
"Villa Devoto","27/12",19,6
"Constitución","27/12",19,6
"Parque Avellaneda","27/12",19,5
"San Cristóbal","27/12",19,5
"Villa del Parque","27/12",19,5
"General San Martín","27/12",19,5
"Colegiales","27/12",19,4
"Villa Lugano","27/12",19,4
"Boedo","27/12",19,4
"Flores","27/12",19,4
"Villa Gral. Mitre","27/12",19,4
"Lanús","27/12",19,4
"Liniers","27/12",19,4
"Núñez","27/12",19,4
"Morón","27/12",19,4
"La Plata","27/12",19,4
"Tres de Febrero","27/12",19,4
"Villa Luro","27/12",19,3
"Barracas","27/12",19,3
"Vélez Sársfield","27/12",19,3
"Saavedra","27/12",19,3
"Vicente López","27/12",19,3
"Mataderos","27/12",19,2
"Monte Castro","27/12",19,2
"Lomas de Zamora","27/12",19,2
"Boca","27/12",19,2
"Merlo","27/12",19,2
"Avellaneda","27/12",19,2
"Paternal","27/12",19,2
"Villa Pueyrredón","27/12",19,2
"Parque Chacabuco","27/12",19,2
"San Fernando","27/12",19,2
"Agronomía","27/12",19,2
"Ituzaingó","27/12",19,2
"Tigre","27/12",19,2
"Almirante Brown","27/12",19,1
"San Nicolás","27/12",19,1
"Parque Chas","27/12",19,1
"Villa Ortúzar","27/12",19,1
"Coghlan","27/12",19,1
"Hurlingham","27/12",19,1
"José C. Paz","27/12",19,1
"Parque Patricios","27/12",19,1
"Retiro","27/12",19,1
"Villa Santa Rita","27/12",19,1
"Esteban Echeverría","27/12",19,1
"Quilmes","27/12",19,1
"Nueva Pompeya","27/12",19,1
"Córdoba","27/12",19,1
"Caballito","27/12",20,71
"Palermo","27/12",20,50
"Almagro","27/12",20,49
"La Matanza","27/12",20,47
"Villa Urquiza","27/12",20,41
"Balvanera","27/12",20,39
"Flores","27/12",20,38
"Lomas de Zamora","27/12",20,37
"Lanús","27/12",20,35
"Avellaneda","27/12",20,33
"Belgrano","27/12",20,31
"Villa Crespo","27/12",20,28
"Tres de Febrero","27/12",20,26
"Vicente López","27/12",20,25
"Parque Chacabuco","27/12",20,20
"Villa del Parque","27/12",20,20
"Recoleta","27/12",20,19
"San Cristóbal","27/12",20,18
"San Isidro","27/12",20,16
"San Fernando","27/12",20,15
"Morón","27/12",20,15
"Villa Lugano","27/12",20,15
"Monte Castro","27/12",20,14
"Liniers","27/12",20,14
"Quilmes","27/12",20,14
"Mataderos","27/12",20,13
"Núñez","27/12",20,13
"Boedo","27/12",20,12
"La Plata","27/12",20,12
"Barracas","27/12",20,11
"Almirante Brown","27/12",20,11
"General San Martín","27/12",20,11
"Saavedra","27/12",20,11
"Merlo","27/12",20,10
"Colegiales","27/12",20,10
"Villa Santa Rita","27/12",20,10
"Villa Gral. Mitre","27/12",20,10
"Ituzaingó","27/12",20,9
"Parque Avellaneda","27/12",20,9
"Villa Pueyrredón","27/12",20,9
"Chacarita","27/12",20,8
"San Telmo","27/12",20,8
"Tigre","27/12",20,8
"Constitución","27/12",20,7
"Parque Patricios","27/12",20,7
"San Miguel","27/12",20,7
"Hurlingham","27/12",20,7
"Villa Devoto","27/12",20,7
"Versalles","27/12",20,6
"San Nicolás","27/12",20,6
"Villa Ortúzar","27/12",20,6
"Monserrat","27/12",20,6
"Villa Luro","27/12",20,6
"Esteban Echeverría","27/12",20,6
"Parque Chas","27/12",20,6
"Florencio Varela","27/12",20,6
"Boca","27/12",20,5
"Villa Real","27/12",20,5
"Floresta","27/12",20,5
"Malvinas Argentinas","27/12",20,5
"Paternal","27/12",20,5
"Rosario","27/12",20,4
"Nueva Pompeya","27/12",20,4
"Villa Riachuelo","27/12",20,3
"Ezeiza","27/12",20,3
"Agronomía","27/12",20,3
"Berazategui","27/12",20,3
"Coghlan","27/12",20,3
"Retiro","27/12",20,3
"Moreno","27/12",20,2
"Villa Soldati","27/12",20,2
"Vélez Sársfield","27/12",20,2
"Puerto Madero","27/12",20,2
"José C. Paz","27/12",20,1
"Palermo","27/12",21,72
"Recoleta","27/12",21,43
"Caballito","27/12",21,42
"Almagro","27/12",21,39
"Belgrano","27/12",21,32
"Villa Urquiza","27/12",21,28
"Villa Crespo","27/12",21,28
"Balvanera","27/12",21,27
"Lanús","27/12",21,22
"Villa Devoto","27/12",21,20
"Flores","27/12",21,20
"La Matanza","27/12",21,19
"Villa del Parque","27/12",21,18
"Vicente López","27/12",21,18
"San Isidro","27/12",21,18
"Avellaneda","27/12",21,17
"Parque Chacabuco","27/12",21,17
"Morón","27/12",21,14
"Colegiales","27/12",21,13
"Quilmes","27/12",21,13
"Almirante Brown","27/12",21,12
"Barracas","27/12",21,12
"Lomas de Zamora","27/12",21,12
"San Cristóbal","27/12",21,10
"Liniers","27/12",21,9
"Núñez","27/12",21,9
"Villa Gral. Mitre","27/12",21,8
"General San Martín","27/12",21,8
"Boca","27/12",21,8
"Vélez Sársfield","27/12",21,8
"Parque Patricios","27/12",21,8
"Saavedra","27/12",21,8
"Mataderos","27/12",21,8
"Tres de Febrero","27/12",21,7
"Tigre","27/12",21,7
"Parque Avellaneda","27/12",21,7
"Monte Castro","27/12",21,7
"Villa Ortúzar","27/12",21,6
"Monserrat","27/12",21,6
"Boedo","27/12",21,6
"Versalles","27/12",21,5
"San Nicolás","27/12",21,5
"Villa Lugano","27/12",21,5
"Ituzaingó","27/12",21,5
"Villa Luro","27/12",21,5
"San Telmo","27/12",21,5
"Hurlingham","27/12",21,4
"Villa Pueyrredón","27/12",21,4
"Constitución","27/12",21,4
"Córdoba","27/12",21,4
"Nueva Pompeya","27/12",21,4
"San Fernando","27/12",21,4
"La Plata","27/12",21,3
"Floresta","27/12",21,3
"Retiro","27/12",21,3
"Villa Riachuelo","27/12",21,3
"Parque Chas","27/12",21,3
"Villa Santa Rita","27/12",21,3
"Rosario","27/12",21,2
"Chacarita","27/12",21,2
"Paternal","27/12",21,2
"Berazategui","27/12",21,2
"San Miguel","27/12",21,2
"Coghlan","27/12",21,2
"José C. Paz","27/12",21,1
"Malvinas Argentinas","27/12",21,1
"Ezeiza","27/12",21,1
"Puerto Madero","27/12",21,1
"Villa Real","27/12",21,1
"Moreno","27/12",21,1
"Merlo","27/12",21,1
"Esteban Echeverría","27/12",21,1
"Palermo","27/12",22,67
"Caballito","27/12",22,39
"Recoleta","27/12",22,32
"Belgrano","27/12",22,30
"Villa Urquiza","27/12",22,27
"Lanús","27/12",22,26
"Almagro","27/12",22,25
"Balvanera","27/12",22,21
"Villa Crespo","27/12",22,19
"Tres de Febrero","27/12",22,17
"Vicente López","27/12",22,17
"Colegiales","27/12",22,15
"Núñez","27/12",22,15
"San Isidro","27/12",22,14
"Parque Chacabuco","27/12",22,14
"Avellaneda","27/12",22,14
"Flores","27/12",22,14
"Lomas de Zamora","27/12",22,13
"Quilmes","27/12",22,12
"Saavedra","27/12",22,11
