"nombre","dia","hora","cantidad"
"Caballito","29/12",7,5
"Almagro","29/12",7,4
"Almirante Brown","29/12",7,3
"Lanús","29/12",7,3
"Monte Castro","29/12",7,2
"Paternal","29/12",7,2
"San Fernando","29/12",7,2
"Vélez Sársfield","29/12",7,2
"Saavedra","29/12",7,2
"Avellaneda","29/12",7,2
"Esteban Echeverría","29/12",7,1
"Hurlingham","29/12",7,1
"Malvinas Argentinas","29/12",7,1
"Villa Lugano","29/12",7,1
"Villa Luro","29/12",7,1
"San Cristóbal","29/12",7,1
"Flores","29/12",7,1
"Quilmes","29/12",7,1
"Parque Chas","29/12",7,1
"Balvanera","29/12",7,1
"Barracas","29/12",7,1
"Vicente López","29/12",7,1
"Caballito","29/12",8,4
"Liniers","29/12",8,3
"Villa del Parque","29/12",8,3
"La Matanza","29/12",8,3
"Villa Pueyrredón","29/12",8,3
"Parque Avellaneda","29/12",8,2
"Villa Devoto","29/12",8,2
"Rosario","29/12",8,2
"Avellaneda","29/12",8,2
"Boedo","29/12",8,2
"Flores","29/12",8,1
"Monserrat","29/12",8,1
"Lanús","29/12",8,1
"San Nicolás","29/12",8,1
"Quilmes","29/12",8,1
"La Plata","29/12",8,1
"Belgrano","29/12",8,1
"Villa Crespo","29/12",8,1
"Nueva Pompeya","29/12",8,1
"Paternal","29/12",8,1
"Tres de Febrero","29/12",8,1
"Constitución","29/12",8,1
"Caballito","29/12",9,8
"Rosario","29/12",9,6
"Almagro","29/12",9,6
"Avellaneda","29/12",9,5
"Parque Chacabuco","29/12",9,5
"Villa Devoto","29/12",9,4
"Villa Crespo","29/12",9,4
"Villa Lugano","29/12",9,3
"Palermo","29/12",9,3
"Lanús","29/12",9,3
"Balvanera","29/12",9,3
"Floresta","29/12",9,3
"Saavedra","29/12",9,2
"Núñez","29/12",9,2
"Villa Urquiza","29/12",9,2
"Belgrano","29/12",9,2
"Villa Santa Rita","29/12",9,2
"Morón","29/12",9,2
"Colegiales","29/12",9,2
"Lomas de Zamora","29/12",9,2
"Almirante Brown","29/12",9,2
"Vicente López","29/12",9,2
"Barracas","29/12",9,1
"Parque Chas","29/12",9,1
"Constitución","29/12",9,1
"Liniers","29/12",9,1
"Villa del Parque","29/12",9,1
"Parque Patricios","29/12",9,1
"San Nicolás","29/12",9,1
"Quilmes","29/12",9,1
"Villa Luro","29/12",9,1
"Nueva Pompeya","29/12",9,1
"Villa Pueyrredón","29/12",9,1
"Coghlan","29/12",9,1
"General San Martín","29/12",9,1
"Boedo","29/12",9,1
"Flores","29/12",9,1
"Mataderos","29/12",9,1
"Agronomía","29/12",9,1
"Esteban Echeverría","29/12",9,1
"Caballito","29/12",10,14
"Villa del Parque","29/12",10,9
"Belgrano","29/12",10,6
"La Matanza","29/12",10,6
"Rosario","29/12",10,6
"Balvanera","29/12",10,5
"Lanús","29/12",10,5
"Almagro","29/12",10,4
"Recoleta","29/12",10,4
"Flores","29/12",10,3
"Vicente López","29/12",10,3
"Agronomía","29/12",10,3
"Morón","29/12",10,3
"Villa Crespo","29/12",10,3
"Palermo","29/12",10,3
"Versalles","29/12",10,3
"San Fernando","29/12",10,3
"Boedo","29/12",10,3
"Liniers","29/12",10,3
"Mataderos","29/12",10,3
"Villa Real","29/12",10,2
"Tigre","29/12",10,2
"Villa Gral. Mitre","29/12",10,2
"Villa Santa Rita","29/12",10,2
"Monte Castro","29/12",10,2
"San Cristóbal","29/12",10,2
"Almirante Brown","29/12",10,2
"Vélez Sársfield","29/12",10,2
"Colegiales","29/12",10,2
"Quilmes","29/12",10,2
"Florencio Varela","29/12",10,1
"San Isidro","29/12",10,1
"Villa Pueyrredón","29/12",10,1
"Boca","29/12",10,1
"Esteban Echeverría","29/12",10,1
"Floresta","29/12",10,1
"Chacarita","29/12",10,1
"Lomas de Zamora","29/12",10,1
"Villa Devoto","29/12",10,1
"General San Martín","29/12",10,1
"Malvinas Argentinas","29/12",10,1
"Villa Urquiza","29/12",10,1
"Saavedra","29/12",10,1
"Avellaneda","29/12",10,1
"Paternal","29/12",10,1
"Ituzaingó","29/12",10,1
"Tres de Febrero","29/12",10,1
"Parque Chacabuco","29/12",10,1
"Flores","29/12",11,10
"Caballito","29/12",11,9
"Palermo","29/12",11,8
"Rosario","29/12",11,8
"Lanús","29/12",11,6
"Avellaneda","29/12",11,6
"Parque Chacabuco","29/12",11,5
"Villa Crespo","29/12",11,5
"Recoleta","29/12",11,4
"Villa Urquiza","29/12",11,4
"Vicente López","29/12",11,3
"Villa Santa Rita","29/12",11,3
"Almagro","29/12",11,3
"Colegiales","29/12",11,3
"Boedo","29/12",11,3
"Balvanera","29/12",11,3
"Floresta","29/12",11,3
"San Nicolás","29/12",11,2
"Villa Soldati","29/12",11,2
"Villa Luro","29/12",11,2
"Tres de Febrero","29/12",11,2
"Villa Lugano","29/12",11,2
"La Matanza","29/12",11,2
"Barracas","29/12",11,2
"Lomas de Zamora","29/12",11,2
"Parque Avellaneda","29/12",11,2
"Agronomía","29/12",11,2
"Saavedra","29/12",11,2
"Mataderos","29/12",11,2
"Quilmes","29/12",11,2
"Morón","29/12",11,2
"Villa del Parque","29/12",11,1
"Parque Patricios","29/12",11,1
"Almirante Brown","29/12",11,1
"Vélez Sársfield","29/12",11,1
"Esteban Echeverría","29/12",11,1
"Monte Castro","29/12",11,1
"Chacarita","29/12",11,1
"Parque Chas","29/12",11,1
"Villa Gral. Mitre","29/12",11,1
"General San Martín","29/12",11,1
"Belgrano","29/12",11,1
"Paternal","29/12",11,1
"Versalles","29/12",11,1
"San Isidro","29/12",11,1
"Tigre","29/12",11,1
"Berazategui","29/12",11,1
"Núñez","29/12",11,1
"Palermo","29/12",12,10
"Caballito","29/12",12,10
"Almagro","29/12",12,9
"Rosario","29/12",12,6
"Recoleta","29/12",12,6
"Flores","29/12",12,4
"La Plata","29/12",12,4
"Monte Castro","29/12",12,4
"Avellaneda","29/12",12,4
"San Cristóbal","29/12",12,4
"Balvanera","29/12",12,4
"Villa Urquiza","29/12",12,4
"Monserrat","29/12",12,3
"San Isidro","29/12",12,3
"Belgrano","29/12",12,3
"San Nicolás","29/12",12,3
"Mataderos","29/12",12,3
"General San Martín","29/12",12,2
"Morón","29/12",12,2
"Ituzaingó","29/12",12,2
"Villa Devoto","29/12",12,2
"Tigre","29/12",12,2
"Villa Crespo","29/12",12,2
"Nueva Pompeya","29/12",12,2
"Vicente López","29/12",12,2
"Lanús","29/12",12,2
"Villa Lugano","29/12",12,2
"Esteban Echeverría","29/12",12,2
"Parque Patricios","29/12",12,1
"Villa Santa Rita","29/12",12,1
"San Fernando","29/12",12,1
"Floresta","29/12",12,1
"Lomas de Zamora","29/12",12,1
"Berazategui","29/12",12,1
"Parque Avellaneda","29/12",12,1
"Villa Gral. Mitre","29/12",12,1
"Versalles","29/12",12,1
"Quilmes","29/12",12,1
"Núñez","29/12",12,1
"Tres de Febrero","29/12",12,1
"Villa Luro","29/12",12,1
"Barracas","29/12",12,1
"Retiro","29/12",12,1
"Parque Chacabuco","29/12",12,1
"La Matanza","29/12",12,1
"Villa del Parque","29/12",12,1
"Rosario","29/12",13,11
"Balvanera","29/12",13,8
"Caballito","29/12",13,6
"Lanús","29/12",13,5
"Villa del Parque","29/12",13,5
"Villa Pueyrredón","29/12",13,4
"Palermo","29/12",13,4
"Belgrano","29/12",13,4
"Parque Chacabuco","29/12",13,4
"Liniers","29/12",13,3
"Villa Crespo","29/12",13,3
"Berazategui","29/12",13,3
"Almagro","29/12",13,3
"Quilmes","29/12",13,3
"Núñez","29/12",13,2
"Mataderos","29/12",13,2
"Tres de Febrero","29/12",13,2
"San Cristóbal","29/12",13,2
"Villa Luro","29/12",13,2
"Avellaneda","29/12",13,2
"San Isidro","29/12",13,2
"Villa Devoto","29/12",13,2
"Recoleta","29/12",13,2
"Monte Castro","29/12",13,2
"Florencio Varela","29/12",13,2
"Paternal","29/12",13,2
"Saavedra","29/12",13,2
"Colegiales","29/12",13,2
"Barracas","29/12",13,2
"Almirante Brown","29/12",13,2
"Flores","29/12",13,2
"Villa Real","29/12",13,1
"Agronomía","29/12",13,1
"Villa Santa Rita","29/12",13,1
"Morón","29/12",13,1
"Constitución","29/12",13,1
"San Fernando","29/12",13,1
"San Telmo","29/12",13,1
"Merlo","29/12",13,1
"La Plata","29/12",13,1
"Hurlingham","29/12",13,1
"Chacarita","29/12",13,1
"Boca","29/12",13,1
"Versalles","29/12",13,1
"Parque Patricios","29/12",13,1
"Ituzaingó","29/12",13,1
"La Matanza","29/12",13,1
"Villa Urquiza","29/12",13,1
"Moreno","29/12",14,10
"Versalles","29/12",14,9
"Caballito","29/12",14,7
"Avellaneda","29/12",14,7
"Villa Urquiza","29/12",14,6
"Berazategui","29/12",14,5
"Flores","29/12",14,5
"Villa Crespo","29/12",14,5
"Lomas de Zamora","29/12",14,4
"Lanús","29/12",14,4
"Belgrano","29/12",14,4
"La Matanza","29/12",14,4
"Rosario","29/12",14,4
"Monte Castro","29/12",14,3
"San Isidro","29/12",14,3
"Almagro","29/12",14,3
"Villa Devoto","29/12",14,3
"Parque Chacabuco","29/12",14,3
"Balvanera","29/12",14,3
"Vicente López","29/12",14,3
"Almirante Brown","29/12",14,3
"Chacarita","29/12",14,2
"Saavedra","29/12",14,2
"La Plata","29/12",14,2
"Boca","29/12",14,2
"Tres de Febrero","29/12",14,2
"San Nicolás","29/12",14,2
"General San Martín","29/12",14,2
"Parque Patricios","29/12",14,2
"Villa del Parque","29/12",14,2
"Boedo","29/12",14,2
"San Cristóbal","29/12",14,2
"Floresta","29/12",14,2
"Palermo","29/12",14,1
"Colegiales","29/12",14,1
"Nueva Pompeya","29/12",14,1
"Recoleta","29/12",14,1
"Hurlingham","29/12",14,1
"Constitución","29/12",14,1
"San Miguel","29/12",14,1
"Liniers","29/12",14,1
"San Fernando","29/12",14,1
"Malvinas Argentinas","29/12",14,1
"Córdoba","29/12",14,1
"Florencio Varela","29/12",14,1
"Parque Avellaneda","29/12",14,1
"Villa Pueyrredón","29/12",14,1
"Tigre","29/12",14,1
"Paternal","29/12",14,1
"Villa Luro","29/12",14,1
"Morón","29/12",14,1
"Villa Santa Rita","29/12",14,1
"Caballito","29/12",15,13
"Almagro","29/12",15,7
"Flores","29/12",15,6
"Balvanera","29/12",15,6
"Lanús","29/12",15,5
"Paternal","29/12",15,5
"Villa Santa Rita","29/12",15,5
"Villa del Parque","29/12",15,5
"Avellaneda","29/12",15,5
"General San Martín","29/12",15,4
"Recoleta","29/12",15,4
"Belgrano","29/12",15,4
"Palermo","29/12",15,4
"Villa Crespo","29/12",15,4
"Ituzaingó","29/12",15,3
"Lomas de Zamora","29/12",15,3
"Vicente López","29/12",15,3
"Parque Chacabuco","29/12",15,3
"Rosario","29/12",15,3
"Quilmes","29/12",15,3
"Colegiales","29/12",15,3
"Núñez","29/12",15,2
"La Matanza","29/12",15,2
"Morón","29/12",15,2
"La Plata","29/12",15,2
"Constitución","29/12",15,2
"Mataderos","29/12",15,2
"Monserrat","29/12",15,2
"Coghlan","29/12",15,2
"Villa Real","29/12",15,1
"San Fernando","29/12",15,1
"Villa Lugano","29/12",15,1
"Villa Gral. Mitre","29/12",15,1
"Almirante Brown","29/12",15,1
"San Nicolás","29/12",15,1
"Versalles","29/12",15,1
"Villa Luro","29/12",15,1
"Villa Devoto","29/12",15,1
"Berazategui","29/12",15,1
"Floresta","29/12",15,1
"Villa Urquiza","29/12",15,1
"Saavedra","29/12",15,1
"Parque Avellaneda","29/12",15,1
"Villa Ortúzar","29/12",15,1
"Boedo","29/12",15,1
"Vélez Sársfield","29/12",15,1
"Malvinas Argentinas","29/12",15,1
"Córdoba","29/12",15,1
"Liniers","29/12",15,1
"Monte Castro","29/12",15,1
"La Matanza","29/12",16,6
"Caballito","29/12",16,6
"Avellaneda","29/12",16,6
"Villa Real","29/12",16,4
"Villa Luro","29/12",16,4
"Monte Castro","29/12",16,4
"Vicente López","29/12",16,4
"Villa Crespo","29/12",16,4
"Lanús","29/12",16,3
"Recoleta","29/12",16,3
"Parque Chacabuco","29/12",16,3
"Lomas de Zamora","29/12",16,3
"Tres de Febrero","29/12",16,3
"Versalles","29/12",16,3
"Belgrano","29/12",16,2
"Villa del Parque","29/12",16,2
"Constitución","29/12",16,2
"Boedo","29/12",16,2
"Quilmes","29/12",16,2
"Palermo","29/12",16,2
"San Cristóbal","29/12",16,2
"Villa Devoto","29/12",16,2
"Flores","29/12",16,1
"Moreno","29/12",16,1
"Colegiales","29/12",16,1
"Esteban Echeverría","29/12",16,1
"Almagro","29/12",16,1
"Villa Santa Rita","29/12",16,1
"Tigre","29/12",16,1
"Saavedra","29/12",16,1
"Paternal","29/12",16,1
"San Isidro","29/12",16,1
"Almirante Brown","29/12",16,1
"Balvanera","29/12",16,1
"La Plata","29/12",16,1
"Villa Pueyrredón","29/12",16,1
"Ituzaingó","29/12",16,1
"Villa Gral. Mitre","29/12",16,1
"José C. Paz","29/12",16,1
"Mataderos","29/12",16,1
"Rosario","29/12",16,1
"Floresta","29/12",16,1
"Morón","29/12",16,1
